00499,00978,00344,00214,00978,00979,00219,00339,00979
00500,00979,00339,00219,00979,00980,00223,00333,00980
00501,00980,00333,00223,00980,00980,00228,00328,00980
00502,00980,00328,00228,00980,00981,00232,00322,00981
00503,00981,00322,00232,00981,00982,00237,00317,00982
00504,00982,00317,00237,00982,00982,00242,00312,00982
00505,00982,00312,00242,00982,00983,00247,00307,00983
00506,00983,00307,00247,00983,00983,00251,00302,00983
00507,00983,00302,00251,00983,00983,00256,00296,00983
00508,00983,00296,00256,00983,00984,00261,00291,00984
00509,00984,00291,00261,00984,00984,00266,00286,00984
00510,00984,00286,00266,00984,00984,00271,00281,00984
00511,00984,00281,00271,00984,00984,00276,00276,00984
